Categoria,Nombre_Producto,Descripcion,Precio_Mayorista,Tamano_Bulto,URL_Imagen,Precio_Minorista,Stock
Papeles y Rollos,Papel Higienico Cautiva natural x 6 Unid.,Papel Higienico Cautiva natural x 6 Unid.,1650.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Papel-Higienico-Cautiva-Natural-x-6-Unid-240x240.jpg,,100
Papeles y Rollos,Papel Higienico Felpita Doble hoja x 4 Unid.,Papel Higienico Felpita Doble hoja x 4 Unid.,2490.00,10,https://davelcor.com.ar/wp-content/uploads/2021/05/papel-higienico-Felpita-Infinity-x-4-240x240.jpg,,100
Papeles y Rollos,Papel Higienico Felpita x 4 Unid.,Papel Higienico Felpita x 4 Unid.,1450.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/papel-higienico-Felpita-x-4-240x240.jpg,,100
Papeles y Rollos,Papel Higienico Vual ecologico x 4 Unid.,Papel Higienico Vual ecologico x 4 Unid.,1350.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/papel-higienico-Vual-x-4-240x240.jpg,,100
Papeles y Rollos,Papel Higienico Vual Ecologico x 6 Unid.,Papel Higienico Vual Ecologico x 6 Unid.,1950.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Papel-Higienico-Vual-Ecologico-x-6-Unid-240x240.jpg,,100
Golosinas,Paraguitas Felfort x 1 Unid.,Paraguitas Felfort x 1 Unid.,850.00,960,https://davelcor.com.ar/wp-content/uploads/Paraguitas-Felfort-x-1-Unid-240x240.jpg,,100
Golosinas,Pastillas Bull Dog x 30 gr. – Uva,Pastillas Bull Dog x 30 gr. – Uva,330.00,12,https://davelcor.com.ar/wp-content/uploads/Pastillas-Bull-Dog-x-30-gr.-Uva--240x240.jpg,,100
Golosinas,Pastillas La Yapa x 1 Unid.,Pastillas La Yapa x 1 Unid.,250.00,648,https://davelcor.com.ar/wp-content/uploads/Pastillas-La-Yapa-x-1-Unid-240x240.jpg,,100
Golosinas,Pastillas Latita de gaseosa x 1 Unid.,Pastillas Latita de gaseosa x 1 Unid.,360.00,576,https://davelcor.com.ar/wp-content/uploads/Pastillas-Latita-de-gaseosa-x-1-Unid-240x240.jpg,,100
Aderezos y Condimentos Velez,Perejil Velez x 25 gr.,Perejil Velez x 25 gr.,780.00,10,https://davelcor.com.ar/wp-content/uploads/2021/05/Perejil-Velez-x-25-gr-240x240.jpg,,100
Bebidas con alcohol,Petaca Anis La Triestina x 200 cc.,Petaca Anis La Triestina x 200 cc.,1285.00,12,https://davelcor.com.ar/wp-content/uploads/Petaca-Anis-La-Triestina-x-200-cc-240x240.jpg,,100
Bebidas con alcohol,Petaca Licor Cafe al cogñac La Triestina x 200 cc.,Petaca Licor Cafe al cogñac La Triestina x 200 cc.,1285.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Licor-Cafe-al-cognac-Pet.-La-Triestina-x-200-cc-240x240.jpg,,100
Bebidas con alcohol,Petaca Licor Chocolate La Triestina x 200 cc.,Petaca Licor Chocolate La Triestina x 200 cc.,1285.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Licor-Chocolate-Pet.-La-Triestina-x-200-cc-240x240.jpg,,100
Bebidas con alcohol,Petaca Licor Dulce de Leche La Triestina x 200 cc.,Petaca Licor Dulce de Leche La Triestina x 200 cc.,1285.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Licor-Dulce-de-Leche-pet.-La-Triestina-x-200-cc-240x240.jpg,,100
Vodka,Petaca Vodka La Triestina x 200 cc.,Petaca Vodka La Triestina x 200 cc.,1285.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Vodka-Pet.-La-Triestina-x-200-cc-240x240.jpg,,100
Bebidas con alcohol,Petaca Whisky Don John x 200 cc.,Petaca Whisky Don John x 200 cc.,1285.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Whisky-pet.-Don-John-x-200-cc-240x240.jpg,,100
Enlatados,Picadillo Changuito x 90 gr.,Picadillo Changuito x 90 gr.,710.00,24,https://davelcor.com.ar/wp-content/uploads/2021/05/Picadillo-Changuito-x-90-gr-240x240.jpg,,100
Librería y Cotillon,Pilas AA Duracell x 2 Unid.,Pilas AA Duracell x 2 Unid.,2565.00,60,https://davelcor.com.ar/wp-content/uploads/Pilas-AA-Duracell-x-2-Unid-1-240x240.jpg,,100
Librería y Cotillon,Pilas AAA Duracell x 2 Unid. (x6),Pilas AAA Duracell x 2 Unid. (x6),2565.00,60,https://davelcor.com.ar/wp-content/uploads/Pilas-AAA-Duracell-x-2-Unid-240x240.jpg,,100
Aderezos y Condimentos Velez,Pimenton Extra Velez x 25 gr.,Pimenton Extra Velez x 25 gr.,610.00,10,https://davelcor.com.ar/wp-content/uploads/2021/05/Pimenton-Extra-Velez-x-25-gr-240x240.jpg,,100
Aderezos y Condimentos Velez,Pimienta Blanca molida Velez x 25 gr.,Pimienta Blanca molida Velez x 25 gr.,1252.45,10,https://davelcor.com.ar/wp-content/uploads/2021/05/Pimienta-Blanca-molida-Velez-x-25-gr-240x240.jpg,,100
Aderezos y Condimentos Velez,Pimienta Negra molida Velez x 25 gr.,Pimienta Negra molida Velez x 25 gr.,852.69,10,https://davelcor.com.ar/wp-content/uploads/2021/05/Pimienta-Negra-molida-Velez-x-25-gr-240x240.jpg,,100
Aderezos y Condimentos,Pimientos Morrones Bordi x 330 gr.,Pimientos Morrones Bordi x 330 gr.,2900.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Pimientos-Morrones-Bordi-x-330-gr-240x240.jpg,,100
Golosinas,Pipas de girasol x 18 gr.,Pipas de girasol x 18 gr.,280.00,360,https://davelcor.com.ar/wp-content/uploads/2021/05/Pipas-de-girasol-x-18-gr-240x240.jpg,,100
Golosinas,Pipas Gigantes x 50 gr.,Pipas Gigantes x 50 gr.,690.00,144,https://davelcor.com.ar/wp-content/uploads/2021/05/Pipas-Gigantes-x-50-gr-240x240.jpg,,100
Snacks,Pizzeta Cops x 600 gr.,Pizzeta Cops x 600 gr.,2390.00,10,https://davelcor.com.ar/wp-content/uploads/Pizzeta-Cops-x-600-gr-240x240.jpg,,100
Bazar y Hogar,Platos hondo Antillas Flint x 1 Unid.,Platos hondo Antillas Flint x 1 Unid.,830.00,36,https://davelcor.com.ar/wp-content/uploads/Platos-hondo-Antillas-Flint-x-1-Unid-240x240.jpg,,100
Legumbres / Cereales,Polenta instantanea Trofy x 500 gr.,Polenta instantanea Trofy x 500 gr.,450.00,10,https://davelcor.com.ar/wp-content/uploads/2021/07/Polenta-instantanea-Trofy-x-500-gr-2-240x240.jpg,,100
Legumbres / Cereales,Polenta Instatanea Verizzia x 500 gr.,Polenta Instatanea Verizzia x 500 gr.,490.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Polenta-instantanea-verizzia-x-500-gr-240x240.jpg,,100
Snacks,Popcorn Hanks x 112 gr. – Chocolate,Popcorn Hanks x 112 gr. – Chocolate,1969.99,10,https://davelcor.com.ar/wp-content/uploads/Popcorn-Hanks-x-112-gr.-Chocolate-240x240.jpg,,100
Snacks,Popcorn Hanks x 112 gr. – Crema y Cookie,Popcorn Hanks x 112 gr. – Crema y Cookie,1969.99,10,https://davelcor.com.ar/wp-content/uploads/Popcorn-Hanks-x-112-gr.-Crema-y-Cookie-240x240.jpg,,100
Enlatados,Porotos Inalpa x 300 gr.,Porotos Inalpa x 300 gr.,930.00,24,https://davelcor.com.ar/wp-content/uploads/2021/05/Porotos-Inalpa-x-350-gr-240x240.jpg,,100
Enlatados,Porotos Negros Inalpa x 300 gr.,Porotos Negros Inalpa x 300 gr.,770.00,24,https://davelcor.com.ar/wp-content/uploads/Porotos-Negros-Inalpa-x-300-gr-240x240.jpg,,100
Higiene Personal,Prestobarba 2 filos Gillette x 1 Unid. (blister x 24),Prestobarba 2 filos Gillette x 1 Unid. (blister x 24),1050.00,576,https://davelcor.com.ar/wp-content/uploads/Prestobarba-2-filos-Gillette-x-1-Unid-240x240.jpg,,100
Higiene Personal,Prestobarba 2 filos Minora x 1 Unid.,Prestobarba 2 filos Minora x 1 Unid.,880.00,640,https://davelcor.com.ar/wp-content/uploads/2021/05/prestobarba-minora-blister-x-24-240x240.jpg,,100
Higiene Personal,Prestobarba 3 filos Gillette (gris) x 1 Unid.,Prestobarba 3 filos Gillette (gris) x 1 Unid.,1550.00,4,https://davelcor.com.ar/wp-content/uploads/2021/05/Prestobarba-3-filo-Gillette-240x240.jpg,,100
Higiene Personal,Protector Diario Doncella x 20 Unid.,Protector Diario Doncella x 20 Unid.,870.00,30,https://davelcor.com.ar/wp-content/uploads/2021/05/Protector-Diario-Anatomico-Doncella-x-20-Unid-240x240.jpg,,100
Aderezos y Condimentos Velez,Provenzal Velez x 25 gr.,Provenzal Velez x 25 gr.,660.00,10,https://davelcor.com.ar/wp-content/uploads/Provenzal-Velez-x-25-gr-1-240x240.jpg,,100
Snacks,Puflitos Cops x 800 gr.,Puflitos Cops x 800 gr.,3590.00,10,https://davelcor.com.ar/wp-content/uploads/Puflitos-Cops-x-800-gr-240x240.jpg,,100
Varios,Pure de Papas Mama Cocina x 125 gr.,Pure de Papas Mama Cocina x 125 gr.,1500.00,12,https://davelcor.com.ar/wp-content/uploads/Pure-de-Papas-Mama-Cocina-x-125-gr-240x240.jpg,,100
Línea Roja,Pure de tomate 7 Dias x 530 gr.,Pure de tomate 7 Dias x 530 gr.,810.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Pure-de-Tomate-7-Dias-x-530-gr-240x240.jpg,,100
Línea Roja,Pure de Tomate De La Huerta x 210 gr.,Pure de Tomate De La Huerta x 210 gr.,520.00,18,https://davelcor.com.ar/wp-content/uploads/2021/05/pure-de-tomate-de-la-huerta-x-210-gr-240x240.jpg,,100
Línea Roja,Pure de Tomate De La Huerta x 530 gr.,Pure de Tomate De La Huerta x 530 gr.,840.00,12,https://davelcor.com.ar/wp-content/uploads/Pure-de-Tomate-La-Huerta-x-530-gr-240x240.jpg,,100
Lacteos,Queso Rallado La Quesera x 40 gr.,Queso Rallado La Quesera x 40 gr.,670.00,120,https://davelcor.com.ar/wp-content/uploads/LAQUESERA_FlyerEcommerce_Rallado_40_b-240x240.jpg,,100
Insecticidas,Raid Liquido electrico repuesto x 1 Unid.,Raid Liquido electrico repuesto x 1 Unid.,7230.00,12,https://davelcor.com.ar/wp-content/uploads/Raid-Liquido-electrico-repuesto-x-1-Unid-240x240.jpg,,100
Insecticidas,Raid Liquido electrico repuesto x 1 Unid. – sin olor,Raid Liquido electrico repuesto x 1 Unid. – sin olor,7230.00,12,https://davelcor.com.ar/wp-content/uploads/Raid-Liquido-electrico-repuesto-x-1-Unid.-sin-olor-240x240.jpg,,100
Golosinas,Regaliz Bull Dog x 18 gr.,Regaliz Bull Dog x 18 gr.,295.00,144,https://davelcor.com.ar/wp-content/uploads/Regaliz-Bull-Dog-Tutty-x-18-gr-240x240.jpg,,100
Accesorios de Limpieza,Rejilla Americana DEA x 1 Unid.,Rejilla Americana DEA x 1 Unid.,875.00,120,https://davelcor.com.ar/wp-content/uploads/Rejilla-Americana-DEA-x-1-Unid-240x240.jpg,,100
Accesorios de Limpieza,Rejilla pabilo DEA x 1 Unid.,Rejilla pabilo DEA x 1 Unid.,770.00,240,https://davelcor.com.ar/wp-content/uploads/2021/05/Rejilla-pabilo-DEA-x-1-Unid-240x240.jpg,,100
Accesorios de Limpieza,Repasadores Estampado DEA x 1 Unid.,Repasadores Estampado DEA x 1 Unid.,2145.00,72,https://davelcor.com.ar/wp-content/uploads/Repasadores-Estampado-DEA-x-1-Unid-copia-240x240.jpg,,100
Accesorios de Limpieza,Repasadores Individual DEA x 1 Unid.,Repasadores Individual DEA x 1 Unid.,1514.50,72,https://davelcor.com.ar/wp-content/uploads/Repasadores-Individual-DEA-x-1-Unid-copia-240x240.jpg,,100
Insecticidas,Repelente 911 Aerosol x 150 cc.,Repelente 911 Aerosol x 150 cc.,2590.00,12,https://davelcor.com.ar/wp-content/uploads/Repelente-911-Aerosol-x-150-cc-240x240.jpg,,100
Golosinas,Rhodesia Terrabusi x 22 gr.,Rhodesia Terrabusi x 22 gr.,795.00,432,https://davelcor.com.ar/wp-content/uploads/Rhodesia-Terrabusi-x-22-gr--240x240.jpg,,100
Papeles y Rollos,Rollo de Cocina 40p Cartabella x 3 Unid.,Rollo de Cocina 40p Cartabella x 3 Unid.,1350.00,10,https://davelcor.com.ar/wp-content/uploads/Rollo-de-Cocina-40p-Cartabella-x-3-Unid-240x240.jpg,,100
Papeles y Rollos,Rollo de Cocina 40p Cautiva x 3 Unid.,Rollo de Cocina 40p Cautiva x 3 Unid.,1150.00,8,https://davelcor.com.ar/wp-content/uploads/2021/05/Rollo-de-Cocina-40p-Cautiva-x-3-Unid-240x240.jpg,,100
Papeles y Rollos,Rollo de Cocina 40p Sol Mayor x 3 Unid.,Rollo de Cocina 40p Sol Mayor x 3 Unid.,975.00,12,https://davelcor.com.ar/wp-content/uploads/Rollo-de-Cocina-40p-Sol-Mayor-x-3-Unid-240x240.jpg,,100
Papeles y Rollos,Rollo de Cocina 40p Vual x 3 Unid.,Rollo de Cocina 40p Vual x 3 Unid.,1400.00,8,https://davelcor.com.ar/wp-content/uploads/Rollo-de-Cocina-40p-Vual-x-3-Unid-240x240.jpg,,100
Papeles y Rollos,Rollo de cocina Felpita 60 paños x 3 Unid.,Rollo de cocina Felpita 60 paños x 3 Unid.,1590.00,6,https://davelcor.com.ar/wp-content/uploads/Rollo-de-cocina-Felpita-60-panos-x-3-Unid-240x240.jpg,,100
Papeles y Rollos,Rollo de Cocina Felpita Decorado x 3 Unid.,Rollo de Cocina Felpita Decorado x 3 Unid.,1690.00,10,https://davelcor.com.ar/wp-content/uploads/2021/05/Rollo-de-Cocina-Felpita-Decorado-40p-x-3-unid-240x240.jpg,,100
Bebidas con alcohol,Ron Cayman uva x 750 cc.,Ron Cayman uva x 750 cc.,2730.00,6,https://davelcor.com.ar/wp-content/uploads/2021/05/Ron-Cayman-uva-x-750-cc-240x240.jpg,,100
Bebidas con alcohol,Ron Malibu x 750 cc.,Ron Malibu x 750 cc.,13980.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Ron-Malibu-x-750-cc-240x240.jpg,,100
Sal,Sal Entrefina Celusal x 500 gr.,Sal Entrefina Celusal x 500 gr.,1150.00,30,https://davelcor.com.ar/wp-content/uploads/2021/05/Sal-Entrefina-Celusal-x-500-gr-240x240.jpg,,100
Sal,Sal Entrefina Doña Sal x 1 Kg.,Sal Entrefina Doña Sal x 1 Kg.,550.00,12,https://davelcor.com.ar/wp-content/uploads/Sal-Entrefina-Dona-Sal-x-1-Kg-240x240.jpg,,100
Sal,Sal Fina Celusal x 500 gr.,Sal Fina Celusal x 500 gr.,1030.00,30,https://davelcor.com.ar/wp-content/uploads/2021/05/Sal-Fina-Celusal-x-500-gr-240x240.jpg,,100
Sal,Sal Fina Doña Sal x 500 gr.,Sal Fina Doña Sal x 500 gr.,385.00,24,https://davelcor.com.ar/wp-content/uploads/Sal-Fina-Dona-Sal-x-500-gr-240x240.jpg,,100
Sal,Sal Gruesa Celusal x 500 gr.,Sal Gruesa Celusal x 500 gr.,1100.00,30,https://davelcor.com.ar/wp-content/uploads/Sal-Gruesa-Celusal-x-500-gr-240x240.jpg,,100
Sal,Sal Gruesa Doña Sal x 1 Kg.,Sal Gruesa Doña Sal x 1 Kg.,550.00,12,https://davelcor.com.ar/wp-content/uploads/Sal-Gruesa-Dona-Sal-x-1-Kg-1-240x240.jpg,,100
Aderezos y Condimentos Velez,Salsa Blanca Velez x 45 gr.,Salsa Blanca Velez x 45 gr.,820.00,10,https://davelcor.com.ar/wp-content/uploads/2021/05/Salsa-Blanca-Velez-x-45-gr--240x240.jpg,,100
Línea Roja,Salsa Ciapil Pizza x 340 gr.,Salsa Ciapil Pizza x 340 gr.,950.00,24,https://davelcor.com.ar/wp-content/uploads/Salsa-para-pizza-Ciapil-x-340-gr-240x240.jpg,,100
Limpieza y Desinfección,Sanitizante aerosol 911 x 360 cc.,Sanitizante aerosol 911 x 360 cc.,1650.00,12,https://davelcor.com.ar/wp-content/uploads/Sanitizante-aerosol-911-x-360-cc-240x240.jpg,,100
Accesorios de Limpieza,Secador de goma 30cm x 1 Unid.,Secador de goma 30cm x 1 Unid.,900.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Secador-de-goma-Negro-La-Portena-x-30cm-240x240.jpg,,100
Accesorios de Limpieza,Secador Duo Plastic House x 40cm x 1 Unid.,Secador Duo Plastic House x 40cm x 1 Unid.,1750.00,12,https://davelcor.com.ar/wp-content/uploads/Secador-Duo-Plastic-House-x-40cm-x-1-Unid-240x240.jpg,,100
Accesorios de Limpieza,Secador negro DEA 40cm x 1 Unid.,Secador negro DEA 40cm x 1 Unid.,1450.00,12,https://davelcor.com.ar/wp-content/uploads/Secador-negro-DEA-40cm-x-1-Unid--240x240.jpg,,100
Papeles y Rollos,Servilletas Felpita x 40 Unid.,Servilletas Felpita x 40 Unid.,610.00,42,https://davelcor.com.ar/wp-content/uploads/2021/05/Servilletas-Felpita-x-40-Unid-240x240.jpg,,100
Bazar y Hogar,Set Contenedores Rio (2x275cc.+2x480cc.),Set Contenedores Rio (2x275cc.+2x480cc.),3250.00,70,https://davelcor.com.ar/wp-content/uploads/Set-Contenedores-Rio-2x275cc.2x480cc-240x240.jpg,,100
Higiene Personal,Shampoo Head & Shoulders x 180 cc.,Shampoo Head & Shoulders x 180 cc.,4059.99,12,https://davelcor.com.ar/wp-content/uploads/Shampoo-Head-Shoulders-x-180-cc-240x240.jpg,,100
Higiene Personal,Shampoo Life+Quality x 950 cc.,Shampoo Life+Quality x 950 cc.,1750.00,12,https://davelcor.com.ar/wp-content/uploads/Shampoo-LifeQuality-x-950-cc-240x240.jpg,,100
Higiene Personal,Shampoo Plusbelle x 1 Lt.,Shampoo Plusbelle x 1 Lt.,2875.00,12,https://davelcor.com.ar/wp-content/uploads/Shampoo-Plusbelle-x-1-Lt-240x240.jpg,,100
Higiene Personal,Shampoo Sedal – Balance x 190 cc.,Shampoo Sedal – Balance x 190 cc.,2700.00,12,https://davelcor.com.ar/wp-content/uploads/2021/07/Shampoo-Sedal-Balance-x-190-cc-240x240.jpg,,100
Higiene Personal,Shampoo Sedal – Ceramidas x 190 cc.,Shampoo Sedal – Ceramidas x 190 cc.,2700.00,12,https://davelcor.com.ar/wp-content/uploads/2021/07/Shampoo-Sedal-Ceramidas-x-190-cc-240x240.jpg,,100
Higiene Personal,Shampoo Sedal – Colageno x 190 cc.,Shampoo Sedal – Colageno x 190 cc.,2700.00,12,https://davelcor.com.ar/wp-content/uploads/2021/07/Shampoo-Sedal-Colageno-x-190-cc-240x240.jpg,,100
Higiene Personal,Shampoo Sedal – Hialuronico  190 cc.,Shampoo Sedal – Hialuronico  190 cc.,2700.00,12,https://davelcor.com.ar/wp-content/uploads/Shampoo-Sedal-Hialuronico-x-190-cc-240x240.jpg,,100
Higiene Personal,Shampoo Sedal – Liso perfecto x 190 cc.,Shampoo Sedal – Liso perfecto x 190 cc.,2700.00,12,https://davelcor.com.ar/wp-content/uploads/2021/07/Shampoo-Sedal-Liso-perfecto-x-190-cc-240x240.jpg,,100
Higiene Personal,Shampoo Sedal x 10 ml.  – Ceramidas,Shampoo Sedal x 10 ml.  – Ceramidas,260.00,144,https://davelcor.com.ar/wp-content/uploads/2021/05/Shampo-Sedal-x-24-x-10-ml-240x240.jpg,,100
Bebidas sin alcohol,Soda (sifon) Nihuil x 1.75 Lt.,Soda (sifon) Nihuil x 1.75 Lt.,1100.00,6,https://davelcor.com.ar/wp-content/uploads/Soda-sifon-Nihuil-x-1.75-Lt-240x240.jpg,,100
Enlatados,Soja Inalpa x 300 gr.,Soja Inalpa x 300 gr.,770.00,24,https://davelcor.com.ar/wp-content/uploads/Soja-Inalpa-x-300-gr-240x240.jpg,,100
Para Ropa,Suavizante para ropa Clasico Gigante x 900 cc.,Suavizante para ropa Clasico Gigante x 900 cc.,1940.00,12,https://davelcor.com.ar/wp-content/uploads/Suavizante-para-ropa-Clasico-Gigante-x-900-cc-240x240.jpg,,100
Para Ropa,Suavizante para ropa Gigante x 500 cc.,Suavizante para ropa Gigante x 500 cc.,1550.00,12,https://davelcor.com.ar/wp-content/uploads/Suavizante-Gigante-Gemas-Turquezas-x-500-cc-240x240.jpg,,100
Insecticidas,Tabletas Fuyi x 24 Unid.,Tabletas Fuyi x 24 Unid.,3850.00,20,https://davelcor.com.ar/wp-content/uploads/Tabletas-Fuyi-x-24-Unid-240x240.jpg,,100
Insecticidas,Tabletas Raid x 12 Unid.,Tabletas Raid x 12 Unid.,2990.00,20,https://davelcor.com.ar/wp-content/uploads/2021/11/Tabletas-Raid-x-12-Unid-240x240.jpg,,100
Higiene Personal,Talco Rexona Efficient x 100 gr.,Talco Rexona Efficient x 100 gr.,2790.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Talco-Rexona-Efficient-x-100-gr-240x240.jpg,,100
Bazar y Hogar,Taza Flint x 270 cc.,Taza Flint x 270 cc.,1400.00,36,https://davelcor.com.ar/wp-content/uploads/Taza-Flint-x-270-cc-1-240x240.jpg,,100
Bazar y Hogar,Taza Flint x 270 cc. Ambar,Taza Flint x 270 cc. Ambar,1250.00,36,https://davelcor.com.ar/wp-content/uploads/Taza-Flint-x-270-cc-240x240.jpg,,100
Infusiones,Te Tilo Velez x 25 Saq.,Te Tilo Velez x 25 Saq.,2170.00,8,https://davelcor.com.ar/wp-content/uploads/2021/05/Te-tilo-velez-x-25-saq-240x240.jpg,,100
Infusiones,Te Velez x 25 Saq.,Te Velez x 25 Saq.,730.00,10,https://davelcor.com.ar/wp-content/uploads/2021/05/Te-Velez-x-25-saq-240x240.jpg,,100
Bebidas con alcohol,Tequila Cuernavaca x 1 Lt.,Tequila Cuernavaca x 1 Lt.,3990.00,6,https://davelcor.com.ar/wp-content/uploads/Tequila-Cuernavaca-x-1-Lt-240x240.jpg,,100
Golosinas,TITA Terrabusi x 18 gr.,TITA Terrabusi x 18 gr.,725.00,432,https://davelcor.com.ar/wp-content/uploads/2021/05/TITA-Terrabusi-x-18-gr-240x240.jpg,,100
Higiene Personal,Toallitas Doncella con alas x 8 Unid.,Toallitas Doncella con alas x 8 Unid.,765.00,50,https://davelcor.com.ar/wp-content/uploads/2021/05/Toallitas-con-alas-Doncella-x-8-Unid-240x240.jpg,,100
Higiene Personal,Toallitas Doncella Nocturnas x 8 Unid.,Toallitas Doncella Nocturnas x 8 Unid.,1330.00,50,https://davelcor.com.ar/wp-content/uploads/2021/05/Toallitas-Noctunas-Doncella-x-8-Unid-240x240.jpg,,100
Golosinas,Todo para tu Cumple Sugar Party x 1 Unid.,Todo para tu Cumple Sugar Party x 1 Unid.,11050.00,1,https://davelcor.com.ar/wp-content/uploads/Todo-para-tu-Cumple-Sugar-Party-x-1-Unid-240x240.jpg,,100
Línea Roja,Tomate perita Agrosabor x 400 gr.,Tomate perita Agrosabor x 400 gr.,1050.00,24,https://davelcor.com.ar/wp-content/uploads/2021/05/Tomate-en-lata-Agrosabor-x-400-gr-240x240.jpg,,100
Línea Roja,Tomate triturado de-mo x 950 gr.,Tomate triturado de-mo x 950 gr.,1400.00,8,https://davelcor.com.ar/wp-content/uploads/Tomate-triturado-de-mo-x-950-gr-240x240.jpg,,100
Gallletas - Discos de arroz y Tostadas,Tostadas Firenze con Gluten x 920 gr.,Tostadas Firenze con Gluten x 920 gr.,6700.00,5,https://davelcor.com.ar/wp-content/uploads/Tostadas-Firenze-con-Gluten-x-920-gr-240x240.jpg,,100
Gallletas - Discos de arroz y Tostadas,Tostadas Firenze Dulces x 920 gr.,Tostadas Firenze Dulces x 920 gr.,6700.00,5,https://davelcor.com.ar/wp-content/uploads/Tostadas-Firenze-Dulces-x-920-gr-240x240.jpg,,100
Accesorios de Limpieza,Trapo de piso Gris DEA x 1 Unid.,Trapo de piso Gris DEA x 1 Unid.,1150.00,60,https://davelcor.com.ar/wp-content/uploads/2021/05/Trapo-de-piso-Gris-DEA-x-1-Unid-240x240.jpg,,100
Golosinas,Turron con Mousse de chocolate Fulbito x 25 gr.,Turron con Mousse de chocolate Fulbito x 25 gr.,145.00,50,https://davelcor.com.ar/wp-content/uploads/2021/05/Turron-con-Mousse-de-chocolate-Fulbito-x-25-gr-240x240.jpg,,100
Golosinas,Turron de mani Misky x 25 gr.,Turron de mani Misky x 25 gr.,215.00,50,https://davelcor.com.ar/wp-content/uploads/2021/05/Turron-de-mani-Misky-x-25-gr-240x240.jpg,,100
Golosinas,Turron Postre de Mani Nucrem x 84 gr.,Turron Postre de Mani Nucrem x 84 gr.,690.00,40,https://davelcor.com.ar/wp-content/uploads/2021/09/Turron-Pasta-de-Mani-Nucrem-x-84-gr-2-240x240.jpg,,100
Snacks,Tutucas Cops x 1 Kg.,Tutucas Cops x 1 Kg.,5800.00,10,https://davelcor.com.ar/wp-content/uploads/Tutucas-Cops-x-1-Kg-240x240.jpg,,100
Galletas,Vainillas Mauri x 80 gr.,Vainillas Mauri x 80 gr.,555.00,36,https://davelcor.com.ar/wp-content/uploads/2021/05/vainillas-Mauri-x-80-gr-240x240.jpg,,100
Bazar y Hogar,Vaso Amsterdan x 325 cc.,Vaso Amsterdan x 325 cc.,1990.00,48,https://davelcor.com.ar/wp-content/uploads/Vaso-Amsterdan-x-325-cc-240x240.jpg,,100
Bazar y Hogar,Vaso Batidor estampado x 550 cc.,Vaso Batidor estampado x 550 cc.,2050.00,84,https://davelcor.com.ar/wp-content/uploads/Vaso-Batidor-estampado-x-550-cc-240x240.jpg,,100
Bazar y Hogar,Vaso Chopp Escudo x 350 cc.,Vaso Chopp Escudo x 350 cc.,2390.00,24,https://davelcor.com.ar/wp-content/uploads/Vaso-Chopp-Escudo-x-350-cc-240x240.jpg,,100
Bazar y Hogar,Vaso Chopp Pinta x 540 cc.,Vaso Chopp Pinta x 540 cc.,2390.00,36,https://davelcor.com.ar/wp-content/uploads/Vaso-Chopp-Pinta-x-540-cc-copia-240x240.jpg,,100
Bazar y Hogar,Vaso Chopp Praga x 360 cc.,Vaso Chopp Praga x 360 cc.,2390.00,24,https://davelcor.com.ar/wp-content/uploads/2021/05/chop-praga-240x240.jpg,,100
Bazar y Hogar,Vaso Pub x 300 cc.,Vaso Pub x 300 cc.,450.00,20,https://davelcor.com.ar/wp-content/uploads/2021/05/vaso-pub-flint-x-300-ml-240x240.jpg,,100
Bazar y Hogar,Vaso Spa x 425 cc.,Vaso Spa x 425 cc.,1990.00,36,https://davelcor.com.ar/wp-content/uploads/Vaso-Spa-x-425-cc-240x240.jpg,,100
Electricidad e Iluminación,Velas Golondrina grandes x 4 Unid.,Velas Golondrina grandes x 4 Unid.,1885.00,25,https://davelcor.com.ar/wp-content/uploads/Velas-Golondrina-grandes-x-4-Unid-240x240.jpg,,100
Electricidad e Iluminación,Velas Jacaranda x 4 Unid. – Corta,Velas Jacaranda x 4 Unid. – Corta,540.00,50,https://davelcor.com.ar/wp-content/uploads/2021/05/Velas-Jacaranda-x-4-Unid.-Corta-240x240.jpg,,100
Bazar y Hogar,Vertedor Doble Materisimo,Vertedor Doble Materisimo,3780.00,96,https://davelcor.com.ar/wp-content/uploads/Vertedor-Doble-Materisimo-240x240.jpg,,100
Aderezos y Condimentos,Vinagre de alcohol Frau x 500 cc.,Vinagre de alcohol Frau x 500 cc.,792.40,12,https://davelcor.com.ar/wp-content/uploads/Alcohol-Etilico-Frau-x-500-cc-240x240.jpg,,100
